annual_loss_no_intervention_M,sol1_contribution_pct,sol2_contribution_pct,sol3_contribution_pct,coordination_discount_pct,sol1_cost_M,sol2_cost_M,sol3_cost_M,litigation_benefit_y1_M,raw_sum_pct,combined_reduction_pct,annual_fee_revenue_preserved_M,annual_cost_M,npv_M,meets_target,positive_npv
56.70825288936685,27.360848066323946,19.341033282564283,8.888051563714406,9.339984974343794,1.389596991972039,1.3721476946789284,17.541898322763895,8.667687477271246,55.589932912602634,50.39784153131775,57.15947085272405,20.303643009414863,140.59601780342038,True,True
43.68094509695167,26.909365699875877,20.086429892172774,8.624156970856207,19.0462047947688,0.9708578335481588,1.086017376819171,14.23858952665205,7.588592646775156,55.61995256290486,45.026462491020744,39.335968719604615,16.29546473701938,89.83138959536494,False,True
59.66074762392179,28.810742977440242,18.522125218508965,7.368208868249679,22.5791747024993,1.2688302802292195,1.3842035049010089,10.220097613960437,12.000407538333224,54.701077064198884,42.35002530972464,50.53268343740365,12.873131399090665,146.46890656648145,False,True
27.250139236226744,25.166830747670392,18.019101566495664,9.14209674569802,22.45087200926317,0.9036244282362949,1.1651924070576396,13.256257450527539,9.460324282364457,52.32802905986407,40.579930230663955,22.11617497963919,15.325074285821472,32.92711627805674,False,True
32.486224665709244,27.615781173847644,15.368303349246354,8.749468940286885,14.350421582713057,1.210758056341959,1.3327389156213418,11.61296679210517,15.513484221294227,51.733553463380886,44.309570441667475,28.789013204181582,14.15646376406847,66.59839119894059,False,True
58.35362519940867,27.018631158700792,15.796894151344254,8.812501941522036,10.286822932713177,0.8161551853719217,0.8514822018795039,17.556905089316405,13.658241788828894,51.62802725156708,46.31714350454547,54.055464647429446,19.22454247656783,137.75253808727874,False,True
53.399190025550055,30.224627682189027,16.79017627827171,8.285126956475175,10.287664855636322,0.7393011424293389,1.3137116786721506,13.273321595490668,12.77700427646137,55.299930916935914,49.61085935880313,52.98359412463134,15.326334416592157,147.1540331736198,False,True
56.251258092236995,28.836454371067042,17.27548627188996,8.244288235747215,12.796795470738118,0.6241326600213244,1.1965075788981219,10.481044991124785,11.54946620657644,54.356228878704215,47.400373443490146,53.32661280476361,12.301685230044232,158.19770602300474,False,True
61.24279807230297,25.899495682937363,13.707377253114643,7.000714005816597,12.662816163352526,1.088853137386952,1.253529920995343,17.50423682122144,13.653160222542759,46.607586941868604,40.70575388924509,49.85868531639796,19.846619879603736,120.37710089704716,False,True
42.255178732124975,30.602059573535314,14.889402359552092,4.852517648077467,9.243768626483817,1.1274140036155749,1.2079072786690748,9.751636461757597,12.262130332733927,50.343979581164874,45.690298591317735,38.613034666005774,12.086957744042246,106.56890148409386,False,True
33.519412829550035,29.38015293874331,16.72311483861038,7.491801717607608,12.765463143275827,1.0700480219366868,1.1609051673213069,8.502997103089601,8.52003121046591,53.5950694949613,46.75341065196895,31.342937456656582,10.733950292347595,81.89795720796495,False,True
70.43728045579266,31.91655903795632,18.125126671817192,6.916819975024963,22.517113669445333,1.1673973120717411,1.3430694537049932,13.03480006675129,10.346528218736125,56.958505684798475,44.13309421533492,62.17230269254933,15.545266832528025,177.31800087796347,False,True
30.754959534289245,31.817335902197584,16.773763137366636,6.544725461311568,12.822488403962673,1.0413168680569864,1.052266132998711,18.894241559316125,14.61691014195613,55.135824500875785,48.06603979782178,29.565382179110905,20.987824560371823,43.97098820502027,False,True
54.052188806803926,27.3147983849876,17.683223660545078,8.351868287082763,16.631566473405194,0.7054803167457763,1.1868987784697949,7.413707592204355,12.20762541386403,53.349890332615445,44.47696785845774,48.08154928479015,9.306086687419926,150.67653035401185,False,True
39.89556369644606,25.06497508575405,14.273796030018431,8.367456305794352,10.841112369007913,1.3065059669870893,1.265808236910438,11.9686277440309,12.993564313987463,47.70622742156684,42.53434169978031,33.938630771399744,14.540941947928427,81.52572376026043,False,True
25.231122750962456,32.9239841467634,16.91072009456302,9.363245796819347,9.067677468099912,0.9932840615903581,1.2212705852566967,20.979412765962607,12.831134419249377,59.19795003814577,53.830070860959786,27.163862511717674,23.193967412809663,25.76695339553661,True,True
44.45249041826825,26.165743403160242,16.071664262574654,8.083562445166425,14.369220461757175,0.6039521040680044,1.420413458634828,19.804020850536382,8.837467178342262,50.320970110901314,43.09023897717097,38.30936870507163,21.828386413239215,67.30084845181536,False,True
47.284357632681555,24.65658110619718,17.95179109382811,6.999913512561365,16.746790135855044,1.1305372916564398,1.3773413124723675,8.883778113361462,16.825322286674275,49.60828571258665,41.300490214304396,39.05734299396468,11.39165671749027,114.75121669550832,False,True
36.620974371975215,23.55942814885832,17.282227588106245,7.4452159705304455,19.1654433438763,1.190364304435278,1.1378905169077367,21.500549002791107,10.526877328538463,48.28687170749502,39.03247866786482,28.58814801941094,23.828803824134123,26.555368308669188,False,True
45.88456522563599,26.078937470333933,20.2117546316146,6.29509262615359,7.997019165515262,0.9664209793754125,1.6414252940692544,19.69303186614783,14.507547208653852,52.58578472810213,48.380489445059204,44.39835447180025,22.3008781395925,92.60962396480828,False,True
